Id	Desc	WorldName	WorldType	Region	SelfIp	PublicIp	PublicIpV6	PublicDomain	PortForClient	ServerThreadCount	DBThreadCount	HttpThreadCount	DBIP	DBPort	HttpIP	HttpPort	HttpServerFakeTokenCheckPort	HttpServerPayPort	HttpServerRefundPort	HttpServerIDIPPort	HttpServerLaoHuVipPort	DeletRolePort	MySQLIP	MySQLPort	DataBaseName	DataBaseUser	DataBasePsw	MaxOnlinePlayingPlayer	MaxOnlineQueuingPlayer	MaxRegisterPlayer	MsdkChannel	AreaId	PlatId	Partition	CrossListenPort	OpenReg	PortForGMI	PortForGMClient	GMDataBasePsw	PortForLB
3006	外网正式环境测试服-3006	测试3006	0	0	127.0.0.1	127.0.0.1			3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9607	9707	127.0.0.1	3306	carddb_3006	root	heimaodb	20000	1000	100000	2	2	-1	3006	3948	1	9506	9300	heimaodb	-1
3007	外网正式环境测试服-3007	测试3007	0	0	127.0.0.1	127.0.0.1			4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9608	9708	127.0.0.1	3306	carddb_3007	root	heimaodb	20000	1000	100000	2	2	-1	3007	4048	1	9507	9300	heimaodb	-1
3008	外网正式环境测试服-3008	测试3008	0	0	127.0.0.1	127.0.0.1			4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9609	9709	127.0.0.1	3306	carddb_3008	root	heimaodb	20000	1000	100000	2	2	-1	3008	4148	1	9508	9300	heimaodb	-1
3009	外网正式环境测试服-3009	测试3009	0	0	127.0.0.1	127.0.0.1			4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9610	9710	127.0.0.1	3306	carddb_3009	root	heimaodb	20000	1000	100000	2	2	-1	3009	4248	1	9509	9300	heimaodb	-1
##大陆-云服				0																																				
#内部游戏服				0																																				
11000	外网云服 11000	外网云服 11000	0	11200	10.147.76.11	10.147.76.11			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_11000	root	heimaodb	60000	1000	1000000	-1	1	-1	1000	3348	1	9500	9300	heimaodb	-1
11001	外网云服 11001	外网云服 11001	0	0	10.147.76.11	47.93.8.106			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9601	9701	127.0.0.1	3306	carddb_11001	root	heimaodb	60000	1000	1000000	1	1	-1	1001	3448	1	9501	9300	heimaodb	-1
12000	外网云服 12000	外网云服 12000	0	0	10.147.76.12	60.205.212.120			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_12000	root	heimaodb	60000	1000	1000000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
13000	外网云服 13000	外网云服 13000	0	11200	10.147.76.20	10.147.76.20			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_13000	root	heimaodb	60000	1000	1000000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
#登录服																																								
11100	登录服11100	压测大区11200	4	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_10100	root	heimaodb	60000	1000	100000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
#世界服				0																																				
11200	世界服11200	压测大区11200	3	11200	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_10200	root	heimaodb	60000	1000	100000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
#CDKey服				0																																				
11300	CDKey服11300	公共	2	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_10300	root	heimaodb	60000	1000	100000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
#GM服				0																																				
11400	GM服11400	公共	1	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_10400	root	heimaodb	60000	1000	100000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
#线上游戏服				0																																				
##海外-新马腾讯服				0																																				
#内部游戏服				0																																				
20000	IOS提审服20000	提审独服	0	0	10.148.82.13	43.134.67.3			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20000	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
20001	新马测试服20001	测试大区20201	0	20201	10.148.82.12	43.128.107.52			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20001	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
#登录服				0																																				
20100	登录服20100	线上大区20200	4	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20100	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	3332
20101	登录服20101	测试大区20201	4	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20101	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	3331
#世界服				0																																				
20200	世界服20200	线上大区20200	3	20200	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20200	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
20201	世界服20201	测试大区20201	3	20201	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20201	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
#CDKey服				0																																				
20300	CDKey服20300	公共	2	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20300	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
#GM服				0																																				
20400	GM服20400	公共	1	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	-1	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20400	root	heimaodb	20000	1000	100000	-1	-1	-1	1000	3348	1	9500	9300	heimaodb	-1
#线上游戏服				0																																				
20500	线上服20500	线上大区20200	0	20200	10.148.82.11	43.134.67.44			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_20500	root	heimaodb	20000	1000	100000	-1	1	-1	1000	3348	1	9500	9300	heimaodb	-1
